"","Kingdom","Phylum","Class","Order","Family","Genus","Scientific.Name"
"485","Animalia","Chordata","Aves","Charadriiformes","Jacanidae","Jacana Brisson","Jacanidae"
"486","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"487","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"488","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Aureus"
"489","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera onca"
"490","Animalia","Chordata","Mammalia","Carnivora","Felidae","Herpailurus","Herpailurus yagouaroundi"
"491","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Popillia","Popillia japonica"
"492","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"493","Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fuscata"
"494","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"495","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus lis"
"496","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"497","Animalia","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Rhinoceros","Rhinoceros Sondaicus"
"498","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"499","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Trichonephila","Trichonephila clavata"
"500","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"501","Animalia","Chordata","Aves","Psittaciformes","Nestoridae","Strigops","Strigops habroptilus"
"502","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"503","Animalia","Chordata","Aves","Piciformes","Ramphastidae","Ramphastos","Ramphastos sulfuratus"
"504","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"505","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"506","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus"
"507","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus Hircus"
"508","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Orcinus","Orcinus orca"
"509","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus hircus"
"510","Animalia","Chordata","Reptilia","Squamata","Elapidae","Ophiophagus","Ophiophagus hannah"
"511","Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Lopholithodes","Lopholithodes Mandtii"
"512","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Aptenodytes","Aptenodytes patagonicus"
"513","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"514","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Potos","Potos flavus"
"515","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"516","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus"
"517","Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus","Leopardus guigna"
"518","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus rubrofuscus ""koi"""
"519","Animalia","Chordata","Reptilia","Squamata","Varanidae","Varanus","Varanus komodoensis"
"520","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"521","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"522","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus Strepsiceros"
"523","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"524","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"525","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"526","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"527","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"528","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"529","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"530","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"531","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus hircus"
"532","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"533","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"534","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","Lemmus Lemmus"
"535","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"536","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera pardus"
"537","Animalia","Chordata","Mammalia","Carnivora","Felidae","Prionailurus","Prionailurus bengalensis"
"538","Animalia","Chordata","Reptilia","Squamata","Eublepharidae","Eublepharis","Eublepharis macularius"
"539","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Hydrurga","Hydrurga Leptonyx"
"540","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis"
"541","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"542","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"543","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera leo x Panthera tigris"
"544","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera leo"
"545","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Pterois","Pterois volitans"
"546","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis lucifugus"
"547","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula Minor"
"548","Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Lama","Lama Glama"
"549","Animalia","Chordata","Aves","Casuariiformes","Casuariidae","Casuarius","Casuarius"
"550","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"551","Animalia","Chordata","Actinopterygii","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus osseus"
"552","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"553","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Felis lynx"
"554","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptes","Eudyptes Chrysolophus"
"555","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Arini","Arini"
"556","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus occidentalis"
"557","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Spheniscus","Spheniscus magellanicus"
"558","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica Pica"
"559","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"560","Animalia","Chordata","Mammalia","Carnivora","Viverridae","Viverra","Viverra tangalunga"
"561","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris Jacksoni"
"562","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos"
"563","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"564","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"565","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"566","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Physaliidae","Physalia","Physalia physalis"
"567","Animalia","Hemichordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"568","Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Mandrillus","Mandrillus Sphinx"
"569","Animalia","Chordata","Mammalia","Carnivora","Canidae","Chrysocyon","Chyrsocyon brachyurus"
"570","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Leptoptilos","Leptoptilos crumenifer"
"571","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes"
"572","Animalia","Chordata","Reptilia","Squamata","Iguanidae","Amblyrhynchus","Amblyrhynchus cristatus"
"573","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo","Bufo Marinus"
"574","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra falconeri"
"575","Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","Pelophylax ridibundus"
"576","Animalia","Chordata","Mammalia","Carnivora","Viverridae","Paguma","Paguma larvata"
"577","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"578","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"579","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"580","Animalia","Chordata","Mammalia","Carnivora","Herpestidae","Suricata","Suricata suricatta"
"581","Animalia","Chordata","Chondrichthyes","Lamniformes","Megachasmidae","Megachasma","Megachasma pelagios"
"582","Animalia","Chordata","Actinopterygii","Siluriformes","Pangasiidae","Pangasianodon","Pangasianodon gigas"
"583","Animalia","Chordata","Reptilia","Squamata","Anguidae","Abronia","Abronia graminea"
"584","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Tadarida","Tadarida brasiliensis"
"585","Animalia","Chordata","Reptilia","Squamata","Bipedidae","Bipes","Bipes biporus"
"586","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"587","Animalia","Chordata","Actinopterygii","Gonorhynchiformes","Chanidae","Chanos","Chanos chanos"
"588","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"589","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"590","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"591","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"592","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela or Neovison","Mustela lutreola or Neovison vison"
"593","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"594","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Ictinia","Ictinia mississippiensis"
"595","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Poecilia","Poecilia"
"596","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus plexippus"
"597","Animalia","Chordata","Mammalia","Carnivora","Herpestidae","Herpestes","Helogale Parvula"
"598","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"599","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Eleutherodactylus","Eleutherodactylus iberia"
"600","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula"
"601","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces"
"602","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"603","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"604","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia currucoides"
"605","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"606","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"607","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla Berengei Berengei"
"608","Animalia","Chordata","Mammalia","Carnivora","Felidae","Puma","Felis Concolor"
"609","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida macroura"
"610","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"611","Animalia","Chordata","Amphibia","Urodela","Proteidae","Necturus","Necturus maculosus"
"612","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus mulus"
"613","Animalia","Chordata","Mammalia","Artiodactyla","Artiodactyla","Ovibos","Ovibos moschatus"
"614","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Ondatra","Ondatra zibethicus"
"615","Animalia","Chordata","Mammalia","Rodentia","Heterocephalidae","Heterocephalus","Heterocephalus glaber"
"616","Animalia","Chordata","Mammalia","Cetacea","Monodontidae","Monodon","Monodon monoceros"
"617","Animalia","Chordata","Mammalia","Primates","Hominidae","Homo","Homo Sapiens Neanderthalensis"
"618","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"619","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis Catus"
"620","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"621","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"622","Animalia","Chordata","Mammalia","Artiodactyla","Calvo","Capra","Capra aegagrus hircus"
"623","Animalia","Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus","Crocodylus niloticus"
"624","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"625","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus americanus"
"626","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea"
"627","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cardinalis","Cardinalis cardinalis"
"628","Animalia","Chordata","Mammalia","Carnivora","Pinnipedia","Callorhinus","Callorhinus ursinus"
"629","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"630","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"631","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"632","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"633","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"634","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"635","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus hircus"
"636","Animalia","Chordata","Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","Myrmecobius Fasciatus"
"637","Animalia","Chordata","Chondrichthyes","Orectolobiformes","Ginglymostomatidae","Ginglymostoma","Ginglymostoma cirratum"
"638","Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus","Leopardus pardalis"
"639","Animalia","Chordata","Mammalia","Artiodactyla","Giraffidae","Okapia","Okapia johnstoni"
"640","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"641","Animalia","Chordata","Amphibia","Caudata","Proteidae","Proteus","Proteus anguinus"
"642","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis Virginiana"
"643","Animalia","Chordata","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus, Pongo abelii, Pongo tapanuliensis"
"644","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Astronotus","Astronotus ocellatus"
"645","Animalia","Chordata","Aves","Struthioniformes","Struthionidae","Struthio","Struthio camelus"
"646","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","Lutra Canadensis"
"647","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"648","Animalia","Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Opsanus","Opsanus tau"
"649","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","Thylogale"
"650","Animalia","Chordata","Reptilia","Testudines","Emydidae","Chrysemys","Chrysemys picta"
"651","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera pardus, Panthera onca"
"652","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"653","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Forpus","Forpus cyanopygius"
"654","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"655","Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Erythrocebus","Erythrocebus patas"
"656","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"657","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais","Aglais io"
"658","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"659","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"660","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"661","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Elaphurus","Elaphurus davidianus"
"662","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus"
"663","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"664","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"665","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"666","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"667","Animalia","Chordata","Aves","Galliformes","Phasianidae","Phasianus","Phasianus Colchicus"
"668","Animalia","Chordata","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus bicolor"
"669","Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa scrofa"
"670","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","Ochotona","Ochotona Minor"
"671","Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","Esox","Esox"
"672","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","Dryocopus pileatus"
"673","Animalia","Chordata","Mammalia","Cingulata","Dasypodidae","Chlamyphorus","Chlamyphorus truncatus"
"674","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"675","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"676","Animalia","Chordata","Mammalia","Monotremata","Ornithorhynchidae","Ornithorhynchus","Ornithorhynchus anatinus"
"677","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"678","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"679","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"680","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus maritimus"
"681","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"682","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus"
"683","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"684","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"685","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"686","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"687","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"688","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"689","Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","Pelophylax lessonae"
"690","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna nasus"
"691","Animalia","Chordata","Mammalia","Rodentia","Erethizontidae","Erethizon","Erethizon Dorsaum"
"692","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeriformes","Phalangeridae","Phalangeriforme"
"693","Animalia","Chordata","Mammalia","Diprotodontia","Potoroidae","Potorous","Potorous tridactylus"
"694","Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Nasalis","Nasalis larvatus"
"695","Animalia","Chordata","Mammalia","Artiodactyla","Antilocapridae","Antilocapra","Antilocapra americana"
"696","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"697","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Fratercula","Fratercula arctica"
"698","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"699","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"700","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"701","Animalia","Chordata","Mammalia","Carnivora","Felidae","Puma","Felis concolor"
"702","Animalia","Arthropoda","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"703","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous purpureus"
"704","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Cerura","Cerura vinula"
"705","Animalia","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Hippopotamus","Choeropsis liberiensis"
"706","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus hircus"
"707","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"708","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"709","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","+Equus quagga quagga"
"710","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Coturnix Coturnix"
"711","Animalia","Chordata","Aves","Trogoniformes","Trogonidae","Pharomachrus, Euptilotis","Pharomachrus, Euptilotis"
"712","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Setonix","Setonix brachyurus"
"713","Animalia","Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus Viverrinus"
"714","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus","Oryctolagus cuniculus"
"715","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor"
"716","Animalia","Chordata","Mammalia","Carnivora","Canidae","Nyctereutes","Nyctereutes procyonoides"
"717","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Astrochelys","Astrochelys radiata"
"718","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"719","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"720","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"721","Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"722","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"723","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus"
